filename,image width,image height,class,xmin,ymin,xmax,ymax,width,height
batch_312_jpg.rf.9436dc748cb6b455b667cacb74aa1286.jpg,640,640,gun,97,552,136,596,39,44
batch_312_jpg.rf.9436dc748cb6b455b667cacb74aa1286.jpg,640,640,gun,432,370,545,533,113,163
1649338738-1570597_jpg.rf.946c2d8f79c96a6ef1c1f06731446d2c.jpg,640,640,knife,252,104,324,640,72,536
1649338733-8368907_jpg.rf.947a182792fe268473dad10602ef7336.jpg,640,640,knife,311,143,397,640,86,497
11_12_2835_jpg.rf.948b819b36855ec382726e2a744ac3a6.jpg,640,640,gun,443,10,540,434,97,424
11_12_2835_jpg.rf.948b819b36855ec382726e2a744ac3a6.jpg,640,640,gun,333,24,454,365,121,341
HoaM-WebleyRICSecond-5_jpg.rf.943f39cfacff624bbddded10fa843f66.jpg,640,640,gun,227,301,455,639,228,338
Cheapd-c03b_jpg.rf.946aa94287395d757b6a4b80c00356b1.jpg,640,640,gun,318,345,385,432,67,87
LMS95-Glock-02_jpg.rf.947de02523e1a2869ca5c98ee979f284.jpg,640,640,gun,157,154,279,374,122,220
knife_272_jpg.rf.946f34952c248ad80200139db4a814d4.jpg,640,640,knife,21,155,496,604,475,449
knife_1038_jpg.rf.94b8d81a3c1be0ffb8bb0f10a6474e3b.jpg,640,640,knife,330,22,531,125,201,103
batch_109_jpg.rf.94a9598757fde204430df1b74905f673.jpg,640,640,gun,220,66,246,94,26,28
batch_109_jpg.rf.94a9598757fde204430df1b74905f673.jpg,640,640,gun,519,79,538,105,19,26
batch_109_jpg.rf.94a9598757fde204430df1b74905f673.jpg,640,640,gun,138,442,156,466,18,24
batch_109_jpg.rf.94a9598757fde204430df1b74905f673.jpg,640,640,gun,503,510,522,535,19,25
batch_201_jpg.rf.946160de8e94830642b133b8ec5f8a82.jpg,640,640,knife,27,78,238,278,211,200
batch_201_jpg.rf.946160de8e94830642b133b8ec5f8a82.jpg,640,640,knife,319,43,639,319,320,276
batch_201_jpg.rf.946160de8e94830642b133b8ec5f8a82.jpg,640,640,knife,60,367,106,619,46,252
batch_201_jpg.rf.946160de8e94830642b133b8ec5f8a82.jpg,640,640,knife,439,509,479,536,40,27
knife_1265_jpg.rf.94db16f22710f46da472c9c58bfe66d4.jpg,640,640,knife,350,249,416,403,66,154
null_image.jpg,640,640,,,,,,0,0
337_jpg.rf.94c8cd3670ec551d3483e03783e0d8a7.jpg,640,640,knife,400,14,489,494,89,480
Gun_2805_jpg.rf.94c6ff6aeb24d771eea287e586d033cb.jpg,640,640,gun,12,16,628,603,616,587
gun_2_1_1__0009795_jpg.rf.9506a465dd2905982cfe437d4cf8e300.jpg,640,640,gun,426,275,458,333,32,58
Gun_2177_jpg.rf.954f03bc9665303303f8c1f29b0c8309.jpg,640,640,gun,50,117,614,579,564,462
6_22_2_0001984_jpg.rf.957062d7df223c0db532f9078e962d10.jpg,640,640,gun,272,213,290,276,18,63
knife_1350_jpg.rf.94eca729b1d8a5eb5f7c43c3e4e07b67.jpg,640,640,knife,243,180,346,286,103,106
20million26_jpg.rf.94de710b9eddf928b9280781e4135303.jpg,640,640,gun,118,528,181,627,63,99
34_jpg.rf.9503f1e0da64c6a5a010691694f4ae70.jpg,640,640,knife,202,17,433,535,231,518
batch_304_jpg.rf.94f440fd052104718d480b8dfbab442b.jpg,640,640,knife,148,78,196,248,48,170
batch_304_jpg.rf.94f440fd052104718d480b8dfbab442b.jpg,640,640,knife,382,65,419,245,37,180
batch_304_jpg.rf.94f440fd052104718d480b8dfbab442b.jpg,640,640,knife,189,389,221,532,32,143
batch_304_jpg.rf.94f440fd052104718d480b8dfbab442b.jpg,640,640,knife,430,454,483,639,53,185
6_22_2_0000756_jpg.rf.951728be8f3afeb7313a91eb7987d4cc.jpg,640,640,gun,273,409,310,501,37,92
batch_154_jpg.rf.9581251e9cfae990d0e9d5deb540e415.jpg,640,640,knife,48,167,78,265,30,98
batch_154_jpg.rf.9581251e9cfae990d0e9d5deb540e415.jpg,640,640,knife,319,3,603,305,284,302
batch_154_jpg.rf.9581251e9cfae990d0e9d5deb540e415.jpg,640,640,knife,0,319,214,558,214,239
batch_154_jpg.rf.9581251e9cfae990d0e9d5deb540e415.jpg,640,640,knife,394,467,424,559,30,92
DefenseKnifeAttack0132_jpg.rf.9567d91b5b019f4feab6aa5858b58afb.jpg,640,640,knife,323,350,367,392,44,42
4389_jpg.rf.953aa4eb645a56aec0b6e7023353c49b.jpg,640,640,knife,443,183,485,295,42,112
knife_269_jpg.rf.95a98b21b87ebdb86fd6a5bd4d4e3a7c.jpg,640,640,knife,51,357,403,523,352,166
6_22_3_0005468_jpg.rf.95a92f4ff1ca0f067bc16fa2f17f5fb5.jpg,640,640,gun,285,134,391,261,106,127
knife_329_jpg.rf.9582282d8817ea273150d848a85ebc70.jpg,640,640,knife,23,203,285,471,262,268
knife_991_jpg.rf.958e18aa3f7646058f6ce9073b360c24.jpg,640,640,knife,157,360,217,517,60,157
Gun_658_jpg.rf.958dbcd9107efdad3df69eb1dfc28ea6.jpg,640,640,gun,392,295,560,476,168,181
Gun_658_jpg.rf.958dbcd9107efdad3df69eb1dfc28ea6.jpg,640,640,gun,297,293,402,476,105,183
6D_608_jpg.rf.959014c2e9f85aaadc3817545db1f80f.jpg,640,640,gun,421,235,488,364,67,129
gun_3_3_1__0002524_jpg.rf.958c25f8774c6ee509b879ff1150d795.jpg,640,640,gun,69,334,143,523,74,189
The_Hunt_For_Eagle_One_1911_-1-_jpg.rf.95a986587f3559e94d368b336e203bf7.jpg,640,640,gun,83,345,215,634,132,289
DefenseKnifeAttack0496_jpg.rf.95b6ff48105025781ee748caf07603c6.jpg,640,640,knife,109,461,215,539,106,78
knife_981_jpg.rf.95bda39caaa4b40e782c7eca965628f2.jpg,640,640,knife,101,507,173,639,72,132
102391038_546_jpg.rf.95d67917cda8cf8dfd319bab85363178.jpg,640,640,gun,442,210,471,243,29,33
Irishman_05_jpg.rf.95e9ecfe6df7df1ff4b5dfaa6dae32b2.jpg,640,640,gun,195,14,569,170,374,156
Irishman_05_jpg.rf.95e9ecfe6df7df1ff4b5dfaa6dae32b2.jpg,640,640,gun,264,109,470,226,206,117
Irishman_05_jpg.rf.95e9ecfe6df7df1ff4b5dfaa6dae32b2.jpg,640,640,gun,463,238,557,345,94,107
Irishman_05_jpg.rf.95e9ecfe6df7df1ff4b5dfaa6dae32b2.jpg,640,640,gun,461,330,529,418,68,88
Irishman_05_jpg.rf.95e9ecfe6df7df1ff4b5dfaa6dae32b2.jpg,640,640,gun,385,228,460,333,75,105
Irishman_05_jpg.rf.95e9ecfe6df7df1ff4b5dfaa6dae32b2.jpg,640,640,gun,379,306,452,410,73,104
Irishman_05_jpg.rf.95e9ecfe6df7df1ff4b5dfaa6dae32b2.jpg,640,640,gun,252,489,344,600,92,111
Irishman_05_jpg.rf.95e9ecfe6df7df1ff4b5dfaa6dae32b2.jpg,640,640,gun,66,61,167,189,101,128
Irishman_05_jpg.rf.95e9ecfe6df7df1ff4b5dfaa6dae32b2.jpg,640,640,gun,43,158,127,263,84,105
Tfatf-coltcom3_jpg.rf.95ed60e00adf487c0683d7a85e5e17ec.jpg,640,640,gun,402,312,507,578,105,266
45_jpg.rf.95ed631e84fd474733e1ffb272830689.jpg,640,640,knife,212,365,434,497,222,132
gun_2_1_1__0009845_jpg.rf.961cb0c54292daa4c00f22405d919bd7.jpg,640,640,gun,485,266,522,334,37,68
knife_103_jpg.rf.960316477079205c2911d6e014105850.jpg,640,640,knife,194,225,603,492,409,267
11_12_351_jpg.rf.95ef9d6729db53a53ebdb0a132ee0092.jpg,640,640,gun,185,172,577,521,392,349
1021114956_11448_jpg.rf.957c597f47d8be604456c59f0b21d168.jpg,640,640,gun,409,105,455,264,46,159
18-14_pistol_3_jpg.rf.95cb4f337c632d1419ffead8313cd643.jpg,640,640,gun,349,166,421,274,72,108
38_jpg.rf.9622a0e2e81d37d07a64983e30114ec0.jpg,640,640,knife,189,9,426,529,237,520
102535031_1442_jpg.rf.96246be50b065d19061af742035a6cd0.jpg,640,640,gun,258,153,390,639,132,486
110_jpg.rf.9611960ffb27cb33d809fa9c4840fc32.jpg,640,640,knife,283,332,320,454,37,122
KravMagaTraining21140_jpg.rf.96229bceb52f059e24700136a34dd7a1.jpg,640,640,knife,369,304,455,409,86,105
Gun_2546_jpg.rf.95fe4c3ead839e8ad4971403347b4f97.jpg,640,640,gun,84,100,241,253,157,153
gun_2_1_1__0007000_jpg.rf.96135a14b83c2b054d89b201b62bd88a.jpg,640,640,gun,59,339,99,377,40,38
batch_365_jpg.rf.9626e5a6c98f99db81ab283c2f78a55e.jpg,640,640,knife,134,67,225,184,91,117
batch_365_jpg.rf.9626e5a6c98f99db81ab283c2f78a55e.jpg,640,640,knife,432,213,447,257,15,44
batch_365_jpg.rf.9626e5a6c98f99db81ab283c2f78a55e.jpg,640,640,knife,82,428,319,510,237,82
batch_365_jpg.rf.9626e5a6c98f99db81ab283c2f78a55e.jpg,640,640,knife,440,425,632,510,192,85
gun_1_649_jpg.rf.96273de256325db1cc1cb4cfba4e029f.jpg,640,640,gun,132,192,311,506,179,314
158_jpg.rf.962ba33307fbdabbf8bdd6226abb9d72.jpg,640,640,knife,225,196,388,439,163,243
KravMagaTraining636_jpg.rf.966a8b59802689e2bb2d6377d0f0e1ec.jpg,640,640,knife,562,395,611,523,49,128
ThBer1_jpg.rf.966dbb4cf00f1f45950eb1270a4197cb.jpg,640,640,gun,20,26,109,180,89,154
knife_875_jpg.rf.963fc43e8cb03fe9966c946a7cc95810.jpg,640,640,knife,14,455,118,640,104,185
KravMagaKnifeDefenseTechniques700_jpg.rf.963ba05dca1425b03f166f178caa7e7e.jpg,640,640,knife,286,334,376,396,90,62
knife_260_jpg.rf.9680f54b579a22de770b8088c3f0e391.jpg,640,640,knife,271,6,371,566,100,560
gun_3_2_1__0002336_jpg.rf.96509a98176a4d47f317f46c082926a7.jpg,640,640,gun,50,281,180,592,130,311
gun_3_1_1__0001096_jpg.rf.9631c1eaafd6c1f4caa2cabcdc3671d6.jpg,640,640,gun,249,354,339,523,90,169
KravMagaKnifeDefenseTechniques176_jpg.rf.96abccb34dc669ba6ed13786f5e347b7.jpg,640,640,knife,208,163,290,271,82,108
Gun_1005_jpg.rf.968c0eaf2afbd4122531a3abd1d43d7b.jpg,640,640,gun,4,16,628,608,624,592
46_jpg.rf.9690ca70ab81fd5e3e56c056238be9e9.jpg,640,640,knife,211,535,238,611,27,76
KravMagaTraining20402_jpg.rf.96818909effb81a192986669280823cd.jpg,640,640,knife,119,242,159,342,40,100
11_12_949_jpg.rf.96798b4684416073b140df1609df9fd2.jpg,640,640,gun,205,132,335,305,130,173
113_jpg.rf.968510c1acbc78259f5917e3e38206b5.jpg,640,640,knife,208,23,469,537,261,514
knife_1222_jpg.rf.96c4c3c254fe9a22eb4403c046a86914.jpg,640,640,knife,316,272,414,414,98,142
knife3_jpg.rf.9673dbb79fcde3afcf343cacc445847e.jpg,640,640,knife,277,77,635,498,358,421
Les_comperes-Revolver-9_jpg.rf.967f16b6bdac6e4b9bb61115e927b9c3.jpg,640,640,gun,195,206,261,342,66,136
29_jpg.rf.96842a540ffdc244599cbb85ff01e29c.jpg,640,640,knife,285,14,396,631,111,617
6_22_1_0003864_jpg.rf.966bd589b537447cf178363d87da1aa1.jpg,640,640,gun,352,28,431,323,79,295
2022-04-15_34_jpg.rf.96932ebbc1820662dd29a1e02a313ee0.jpg,640,640,knife,331,552,362,617,31,65
KravMagaTraining20924_jpg.rf.96a1d25f09ec6ef47d2641164c84fa8a.jpg,640,640,knife,366,426,462,494,96,68
batch_223_jpg.rf.963746465e39ea0f91a62ceeaeee1c25.jpg,640,640,gun,23,50,319,317,296,267
batch_223_jpg.rf.963746465e39ea0f91a62ceeaeee1c25.jpg,640,640,gun,452,49,588,315,136,266
batch_223_jpg.rf.963746465e39ea0f91a62ceeaeee1c25.jpg,640,640,gun,50,470,176,625,126,155
batch_223_jpg.rf.963746465e39ea0f91a62ceeaeee1c25.jpg,640,640,gun,374,423,504,539,130,116
batch_128_jpg.rf.96cafb6da004771878f11d45576ed43a.jpg,640,640,gun,48,156,123,227,75,71
batch_128_jpg.rf.96cafb6da004771878f11d45576ed43a.jpg,640,640,gun,323,1,635,313,312,312
batch_128_jpg.rf.96cafb6da004771878f11d45576ed43a.jpg,640,640,gun,3,324,307,636,304,312
batch_128_jpg.rf.96cafb6da004771878f11d45576ed43a.jpg,640,640,gun,340,427,376,489,36,62
BerettaM92FS-DieHard2-4_jpg.rf.96a1483e1a2a9a1f2d180fb050108fdb.jpg,640,640,gun,7,9,627,631,620,622
gun_4m_static_0002760_jpg.rf.963ade0c1fe2b6c8c833986444b42e18.jpg,640,640,gun,369,264,392,378,23,114
11_12_2004_jpg.rf.9695cd2332c72cd48c55d35ffe38efbf.jpg,640,640,gun,36,59,588,581,552,522
KravMagaKnifeDefenseTechniques365_jpg.rf.96865596ce29beebfba3787c18b53513.jpg,640,640,knife,414,202,498,316,84,114
Le_soleil_des_voyous-MAB-1_jpg.rf.96e16d1f40bab8f6a04935c143520fec.jpg,640,640,gun,252,463,306,541,54,78
The_Bank_Job-Revolver2_jpg.rf.96e43934983abf97d9626d0a015c5b04.jpg,640,640,gun,0,48,425,458,425,410
KravMagaTraining20407_jpg.rf.96c64ee90ca07bffd5656ba95ea2d478.jpg,640,640,knife,309,386,389,451,80,65
batch_145_jpg.rf.96dbd29e4c86779fe97e808b267ccac3.jpg,640,640,knife,11,195,275,305,264,110
batch_145_jpg.rf.96dbd29e4c86779fe97e808b267ccac3.jpg,640,640,knife,404,157,522,313,118,156
batch_145_jpg.rf.96dbd29e4c86779fe97e808b267ccac3.jpg,640,640,knife,43,436,192,626,149,190
batch_145_jpg.rf.96dbd29e4c86779fe97e808b267ccac3.jpg,640,640,knife,501,339,632,463,131,124
RusoClases794_jpg.rf.96e85ca3bae4110137c8ea3eb1561c96.jpg,640,640,knife,465,328,557,402,92,74
knife_122_jpg.rf.96e6249c355e16123b398749ef375d8d.jpg,640,640,knife,9,53,485,568,476,515
KravMagaTraining263_jpg.rf.970cb58d74623d3ee6c6d85c493d12e3.jpg,640,640,knife,204,80,277,197,73,117
ManiacCop3Beretta92F3_jpg.rf.9725b446554dfba590d182abe51e8c08.jpg,640,640,gun,160,99,251,400,91,301
KravMagaTraining565_jpg.rf.970f6d48fc1cb514eb1e8beb06b0783c.jpg,640,640,knife,476,281,533,454,57,173
knife_1306_jpg.rf.9749eeb3d685e3fd3bd3f68666a5ecc7.jpg,640,640,knife,348,216,406,367,58,151
6_22_4_0001292_jpg.rf.9738a8d912313f356aa6df7deaa832fa.jpg,640,640,gun,227,157,280,258,53,101
IllegalTender-Unknown-1_jpg.rf.971a5b109df7905ac33354d66cef4add.jpg,640,640,gun,172,40,387,581,215,541
batch_285_jpg.rf.975e1d3b1a6ccbf757185e3056dd1ec8.jpg,640,640,knife,63,184,99,295,36,111
batch_285_jpg.rf.975e1d3b1a6ccbf757185e3056dd1ec8.jpg,640,640,knife,383,184,419,296,36,112
batch_285_jpg.rf.975e1d3b1a6ccbf757185e3056dd1ec8.jpg,640,640,knife,42,493,77,584,35,91
batch_285_jpg.rf.975e1d3b1a6ccbf757185e3056dd1ec8.jpg,640,640,knife,455,489,490,522,35,33
28WL_m21_jpg.rf.971136ea7b51c815f3c82bd97ca1c51b.jpg,640,640,gun,35,380,638,625,603,245
KravMagaTraining20098_jpg.rf.971e64778aa90c8036cadb025cd35854.jpg,640,640,knife,132,454,218,516,86,62
153_jpg.rf.972db6e2bb46e06cb2ffddfbc866c955.jpg,640,640,knife,231,338,483,574,252,236
DefenseKnifeAttack0500_jpg.rf.9752b94d9cefc826d2ffbab7df321cf7.jpg,640,640,knife,126,396,219,501,93,105
batch_228_jpg.rf.97ab0895c3df7935f07498503b0908e9.jpg,640,640,knife,151,245,179,261,28,16
batch_228_jpg.rf.97ab0895c3df7935f07498503b0908e9.jpg,640,640,knife,335,51,535,304,200,253
batch_228_jpg.rf.97ab0895c3df7935f07498503b0908e9.jpg,640,640,knife,47,475,276,611,229,136
batch_228_jpg.rf.97ab0895c3df7935f07498503b0908e9.jpg,640,640,knife,330,339,529,545,199,206
knife_86_jpg.rf.977b86884e6594a26900ee342e6f6a17.jpg,640,640,knife,208,6,619,639,411,633
knife_1122_jpg.rf.97945258c6ca2d40654145f0286745d1.jpg,640,640,knife,84,0,292,470,208,470
DefenseKnifeAttack0428_jpg.rf.97e2090000c20f7fd3133cb34495bce0.jpg,640,640,knife,177,531,271,615,94,84
gun_2_1_1__0002225_jpg.rf.976e6ada15e39d75dccd380657a00e95.jpg,640,640,gun,137,362,171,398,34,36
Kommissar_X-3-Revolver-9_jpg.rf.977d7f1d9b71f5d11adb0b9073c75756.jpg,640,640,gun,309,178,374,391,65,213
knife_874_jpg.rf.97ea36d43428ac2551a5d7e81f0855b2.jpg,640,640,knife,49,472,129,639,80,167
null_image.jpg,640,640,,,,,,0,0
6_22_4_0011596_jpg.rf.9780c7b3d4484bc97928f3ac259ed257.jpg,640,640,gun,184,118,217,178,33,60
DSC_00291_JPG_jpg.rf.97fdbc02fa90e078edc9d4f2adeaf48b.jpg,640,640,knife,289,297,363,341,74,44
51_jpg.rf.971569cfb33cd546aa73ff714223afb9.jpg,640,640,knife,203,0,417,474,214,474
gun_3_3_1__0001012_jpg.rf.97b33286b405e76a9704bc4794b5b352.jpg,640,640,gun,188,253,239,443,51,190
knife_828_jpg.rf.978c7d4446c85fa803feb06778d571e3.jpg,640,640,knife,112,455,290,574,178,119
Gun_182_jpg.rf.973c882c92601ba36e2a9b5f32a4afcf.jpg,640,640,gun,116,34,450,403,334,369
knife_1128_jpg.rf.980d306afe30ba1a69eccc3f5375c3cd.jpg,640,640,knife,293,377,397,485,104,108
DefenseKnifeAttack1224_jpg.rf.98456a52801c84c74a14c1b3ad4fc269.jpg,640,640,knife,303,367,399,447,96,80
6_22_3_0004812_jpg.rf.9826aacec1a335638e26284534bce5a1.jpg,640,640,gun,131,164,209,243,78,79
48_jpg.rf.98073b3277072ac36df3630416659290.jpg,640,640,knife,269,491,322,546,53,55
342_jpg.rf.97be6fd9a3114785bf86bcdecfc5603a.jpg,640,640,knife,402,5,483,523,81,518
KravMagaKnifeDefenseTechniques101_jpg.rf.981c70235c61bc92c7ec82b1821c88c8.jpg,640,640,knife,178,316,251,413,73,97
6_22_2_0002276_jpg.rf.9810681abd931ba4ad75fd7dd1745b9d.jpg,640,640,gun,212,406,251,488,39,82
batch_148_jpg.rf.9826fbc964b0f8ae8b57092a60d7c2ff.jpg,640,640,knife,92,16,139,50,47,34
batch_148_jpg.rf.9826fbc964b0f8ae8b57092a60d7c2ff.jpg,640,640,knife,417,12,464,49,47,37
batch_148_jpg.rf.9826fbc964b0f8ae8b57092a60d7c2ff.jpg,640,640,knife,117,374,157,414,40,40
batch_148_jpg.rf.9826fbc964b0f8ae8b57092a60d7c2ff.jpg,640,640,knife,338,444,502,633,164,189
knife_1212_jpg.rf.98561e85b0019016e9d52680baa9a75a.jpg,640,640,knife,281,397,356,471,75,74
Memories_of_Murder_revolver_1_6_jpg.rf.9866289a96a8416b635db9f731d2d02c.jpg,640,640,gun,200,0,470,639,270,639
334_jpg.rf.98274821c62eb600a723887ef335c385.jpg,640,640,knife,379,8,485,531,106,523
batch_361_jpg.rf.9868081ab13eec05547e3715e1c1c247.jpg,640,640,gun,129,156,200,243,71,87
batch_361_jpg.rf.9868081ab13eec05547e3715e1c1c247.jpg,640,640,gun,377,34,560,252,183,218
batch_361_jpg.rf.9868081ab13eec05547e3715e1c1c247.jpg,640,640,gun,38,403,113,517,75,114
batch_361_jpg.rf.9868081ab13eec05547e3715e1c1c247.jpg,640,640,gun,387,434,479,521,92,87
KravMagaTraining4628_jpg.rf.983cc73d9ead9030f6c73c88291bfd74.jpg,640,640,knife,109,111,185,265,76,154
gun_3_1_1__0001728_jpg.rf.9893626dce086c053edcdf6a2b808327.jpg,640,640,gun,262,191,349,416,87,225
knife_150_jpg.rf.98592ca21b7ec9ae78d74e9e8253ff63.jpg,640,640,knife,309,205,365,298,56,93
knife_150_jpg.rf.98592ca21b7ec9ae78d74e9e8253ff63.jpg,640,640,knife,168,274,237,319,69,45
7_7_asd_00144618_jpg.rf.987ba631ec37254d7742729147c8a5b4.jpg,640,640,gun,235,315,329,376,94,61
23_jpg.rf.98792c0548f2f49c1b93cfb59ff9a5d7.jpg,640,640,knife,308,481,335,517,27,36
1011133951_170_jpg.rf.9870d1104a8809095f0e05771ddfc293.jpg,640,640,gun,214,151,617,361,403,210
HebrewH_110_jpg.rf.98bcdacb4167f5d7e04c018c687baf1b.jpg,640,640,gun,217,160,361,423,144,263
HebrewH_110_jpg.rf.98bcdacb4167f5d7e04c018c687baf1b.jpg,640,640,gun,70,319,221,561,151,242
175_jpg.rf.98964204456381fa7ca5990c7405aef0.jpg,640,640,knife,242,197,471,240,229,43
knife_331_jpg.rf.98cd2a3db1d599cc05e952199650d997.jpg,640,640,knife,8,344,340,627,332,283
7_7_asd_00132090_jpg.rf.98f5c6fabd5b8feb9cb655e8f17b052f.jpg,640,640,gun,370,251,386,288,16,37
knife_357_jpg.rf.98f1dd8a0b3f0f4bbec73e9325eb5320.jpg,640,640,knife,14,354,618,549,604,195
Recoil-Glock-13_jpg.rf.98b7f517f77307e1627f6dfe71db80ba.jpg,640,640,gun,507,355,634,469,127,114
7_7_asd_00128068_jpg.rf.987aa512d9b9cdf02ee58134765faf3f.jpg,640,640,gun,85,337,197,470,112,133
knife_180_jpg.rf.98c8e1575b6f4fe9fdb451458c553d91.jpg,640,640,knife,56,157,479,557,423,400
batch_23_jpg.rf.98e9ed235ad0ab19bf37b9ee17f34d64.jpg,640,640,knife,133,16,170,52,37,36
batch_23_jpg.rf.98e9ed235ad0ab19bf37b9ee17f34d64.jpg,640,640,knife,446,26,484,65,38,39
batch_23_jpg.rf.98e9ed235ad0ab19bf37b9ee17f34d64.jpg,640,640,knife,52,451,72,496,20,45
batch_23_jpg.rf.98e9ed235ad0ab19bf37b9ee17f34d64.jpg,640,640,knife,534,340,562,372,28,32
knife_202_jpg.rf.98cc1b24741914db25b8adbb6ba254e0.jpg,640,640,knife,79,112,416,551,337,439
batch_63_jpg.rf.99338b3be4117f0c63347970bf105b88.jpg,640,640,gun,206,169,226,189,20,20
batch_63_jpg.rf.99338b3be4117f0c63347970bf105b88.jpg,640,640,gun,547,163,568,183,21,20
batch_63_jpg.rf.99338b3be4117f0c63347970bf105b88.jpg,640,640,gun,229,485,251,503,22,18
batch_63_jpg.rf.99338b3be4117f0c63347970bf105b88.jpg,640,640,gun,601,485,620,503,19,18
Phantomparadise2_jpg.rf.98c1026351fbcdcc0f95b26f25abb1fb.jpg,640,640,gun,0,49,528,435,528,386
1649338751-1466596_jpg.rf.99033187adff85841fb8ebb4a2b97044.jpg,640,640,knife,120,0,425,554,305,554
knife_778_jpg.rf.98a89cf671f6a0afe73cb74a9a9ae47d.jpg,640,640,knife,375,143,438,374,63,231
KravMagaTraining253_jpg.rf.98f0ed691fed486d4fb5ff080a258056.jpg,640,640,knife,193,40,273,146,80,106
7_7_asd_00140672_jpg.rf.98d473dda29b5c27bb80d57245b8bc5e.jpg,640,640,gun,145,262,269,473,124,211
knife_1264_jpg.rf.98c385b0ac70f76fc6810b40ba7b2d34.jpg,640,640,knife,448,165,515,302,67,137
batch_277_jpg.rf.992e7dfb621bc6b110235a34d664562a.jpg,640,640,knife,146,159,155,200,9,41
batch_277_jpg.rf.992e7dfb621bc6b110235a34d664562a.jpg,640,640,knife,453,45,534,205,81,160
batch_277_jpg.rf.992e7dfb621bc6b110235a34d664562a.jpg,640,640,knife,76,546,90,582,14,36
batch_277_jpg.rf.992e7dfb621bc6b110235a34d664562a.jpg,640,640,knife,448,323,519,600,71,277
gun_2_1_1__0004185_jpg.rf.99274cfe03687790e4f0f00b0c27ae19.jpg,640,640,gun,308,277,330,324,22,47
00000039_jpg.rf.9936451313f592d45a1b4834b31de640.jpg,640,640,gun,170,255,404,406,234,151
00000039_jpg.rf.9936451313f592d45a1b4834b31de640.jpg,640,640,gun,260,306,426,462,166,156
00000039_jpg.rf.9936451313f592d45a1b4834b31de640.jpg,640,640,gun,6,170,391,405,385,235
6_22_3_0003544_jpg.rf.9913193a18535771703cc6fdedaedde7.jpg,640,640,gun,154,127,214,300,60,173
KravMagaTraining626_jpg.rf.993d398bf089cbc465ea43de62f3e3e0.jpg,640,640,knife,577,294,599,425,22,131
1649338738-8370717_jpg.rf.98fac3ff0f8f2fba1895e45f1a82b3cb.jpg,640,640,knife,233,84,318,640,85,556
28_jpg.rf.993e80f8a83283805cfe7d6bcb14ff5d.jpg,640,640,knife,406,557,500,589,94,32
gun_2_1_1__0005780_jpg.rf.9954691425fb951171d3215ab322bc82.jpg,640,640,gun,276,343,316,389,40,46
knife_531_jpg.rf.996563ac0e0de4407e4653717eb23c78.jpg,640,640,knife,16,210,526,609,510,399
batch_237_jpg.rf.998874a4dcef61066fbdcfb3883da9cf.jpg,640,640,knife,127,214,145,249,18,35
batch_237_jpg.rf.998874a4dcef61066fbdcfb3883da9cf.jpg,640,640,knife,151,213,166,247,15,34
batch_237_jpg.rf.998874a4dcef61066fbdcfb3883da9cf.jpg,640,640,knife,160,139,192,211,32,72
batch_237_jpg.rf.998874a4dcef61066fbdcfb3883da9cf.jpg,640,640,knife,164,480,184,546,20,66
batch_237_jpg.rf.998874a4dcef61066fbdcfb3883da9cf.jpg,640,640,knife,187,478,200,544,13,66
batch_237_jpg.rf.998874a4dcef61066fbdcfb3883da9cf.jpg,640,640,knife,125,535,145,569,20,34
batch_237_jpg.rf.998874a4dcef61066fbdcfb3883da9cf.jpg,640,640,knife,359,330,527,625,168,295
batch_237_jpg.rf.998874a4dcef61066fbdcfb3883da9cf.jpg,640,640,knife,439,213,467,253,28,40
batch_237_jpg.rf.998874a4dcef61066fbdcfb3883da9cf.jpg,640,640,knife,472,213,490,247,18,34
batch_237_jpg.rf.998874a4dcef61066fbdcfb3883da9cf.jpg,640,640,knife,478,138,513,213,35,75
knife_608_jpg.rf.997e15eae071d8466855ad0ca55e810e.jpg,640,640,knife,323,237,477,369,154,132
knife_359_jpg.rf.994555f125303806596329d1771b422c.jpg,640,640,knife,300,300,622,558,322,258
6_22_2_0002740_jpg.rf.9979112ee8cc96d5fa0cbdf303e11c9d.jpg,640,640,gun,174,96,223,166,49,70
132_jpg.rf.99a187a296066c944c4dc9005587cd4d.jpg,640,640,knife,405,86,539,363,134,277
KravMagaTraining344_jpg.rf.9971ff06249ccfc833ab7c4d51d05456.jpg,640,640,knife,303,231,326,358,23,127
knife_1224_jpg.rf.9969044b56350d5b453ef9e6074efa39.jpg,640,640,knife,378,260,460,382,82,122
Kac_warzone_revolver_jpg.rf.99cd7fab8cde5f9eb286f2008aaabfef.jpg,640,640,gun,72,34,614,563,542,529
batch_268_jpg.rf.99550b1edfb49668095fbbefc05d5051.jpg,640,640,gun,140,54,262,210,122,156
batch_268_jpg.rf.99550b1edfb49668095fbbefc05d5051.jpg,640,640,gun,441,165,563,294,122,129
batch_268_jpg.rf.99550b1edfb49668095fbbefc05d5051.jpg,640,640,gun,53,389,98,486,45,97
batch_268_jpg.rf.99550b1edfb49668095fbbefc05d5051.jpg,640,640,gun,490,410,588,604,98,194
Frightener_25_jpg.rf.99a8dcb5707d03d9fd7f34775c90cb19.jpg,640,640,gun,276,97,336,382,60,285
KravMagaKnifeDefenseTechniques246_jpg.rf.99a354acb12081e8b5568b4b790e1c46.jpg,640,640,knife,369,164,445,212,76,48
